manufactered_date,brand,series,model,name,categories,for_brand,for_lens_model,with_adapter,zooms_primes,focal_lengths,special_designs,filter_thread,brand_lens_hood,dimensions,format_compatibility,,,,,,,,,,,,,
10/22/12,Samyang,,SY800M,800mm f/8 DX Mirror,SLR Lenses,Universal,T-mount (T-thread),,Prime Lenses,800mm,Mirror,"Front: 105mm 
Rear: 30.5mm",xx,"4.37 x 5.69"" (11.1 x 14.45 cm)",,,,,,,,,,,,,,
5/3/12,Samyang,,SY800M,800mm f/8 DX Mirror,SLR Lenses,Universal,T-mount (T-thread),,Prime Lenses,800mm,Mirror,"Front: 105mm 
Rear: 30.5mm",xx,"4.37 x 5.69"" (11.1 x 14.45 cm)",,,,,,,,,,,,,,
5/3/12,Samyang,,SY85M,85mm f/1.4 AS IF UMC,SLR Lenses,Canon,Canon EF,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.94"" (78 x 74.7mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
1/9/14,Samyang,,SY85M,85mm f/1.4 AS IF UMC,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,85mm,,72mm,xx,"3.07 x 3.98"" (7.8 x 10.1cm)",APS-C,,,,,,,,,,,,,
1/9/14,Samyang,,SY85M,85mm f/1.4 AS IF UMC,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,85mm,,72mm,xx,"3.07 x 3.94"" (7.8 x 10cm)",Micro Four Thirds,,,,,,,,,,,,,
5/3/12,Samyang,,SY85MAE,85mm f/1.4 AS IF UMC,SLR Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.84"" (78 x 72.2mm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
5/3/12,Samyang,,SY85M,85mm f/1.4 AS IF UMC,SLR Lenses,Olympus,Four Thirds,,Prime Lenses,85mm,,72mm,xx,"3.07 x 3.15"" (78 x 80mm)",Four Thirds,,,,,,,,,,,,,
5/3/12,Samyang,,SY85M,85mm f/1.4 AS IF UMC,SLR Lenses,Pentax,Pentax K,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.88"" (78 x 73.2mm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
5/3/12,Samyang,,SY85M,85mm f/1.4 AS IF UMC,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.92"" (78 x 74.2mm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
1/9/14,Samyang,,SY85M,85mm f/1.4 AS IF UMC,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,85mm,,72mm,xx,"3.07 x 3.98"" (7.8 x 10.1cm)",35mm Film / Full-Frame Digital Sensor Sony NEX (APS-C),,,,,,,,,,,,,
10/30/13,Samyang,,SY85M,85mm f/1.4 AS IF UMC,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.88"" (78 x 73.2mm)",APS-C,,,,,,,,,,,,,
10/15/12,Samyang,,SYCV85M,85mm T1.5 Cine AS IF UMC,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.94"" (7.80 x 7.47cm)",,,,,,,,,,,,,,
3/18/14,Samyang,,SYCV85M,85mm T1.5 Cine AS IF UMC,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,85mm,,72mm,xx,"3.1 x 3.9"" (78.0 x 99.5mm)",,,,,,,,,,,,,,
10/15/12,Samyang,,SYCV85M,85mm T1.5 Cine AS IF UMC,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.84"" (7.80 x 7.22cm)",,,,,,,,,,,,,,
10/15/12,Samyang,,SYCV85M,85mm T1.5 Cine AS IF UMC,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.92"" (7.8 x 7.42cm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV85M,85mm T1.5 Cine AS IF UMC,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,85mm,,72mm,xx,,,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS85M,85mm T1.5 VDSLRII Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,72mm,xx,"2.94"" (74.7mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS85M,85mm T1.5 VDSLRII Cine,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,85mm,,72mm,xx,"3.92"" (99.5mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS85M,85mm T1.5 VDSLRII Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,72mm,xx,"2.84"" (72.2mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS85M,85mm T1.5 VDSLRII Cine,Digital Cine Lenses,Sony,Sony Alpha,,Prime Lenses,85mm,,72mm,xx,"2.92"" (74.2mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS85M,85mm T1.5 VDSLRII Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,85mm,,72mm,xx,"3.97"" (100.7",,,,,,,,,,,,,,
6/25/12,Samyang,,SY28FE8,8mm f/2.8 Fisheye,Mirrorless System Lenses,Fujifilm,Fujifilm X,,Prime Lenses,8mm,Fisheye,None,Included,,,,,,,,,,,,,,,
6/25/12,Samyang,,SY28FE8,8mm f/2.8 Fisheye,Mirrorless System Lenses,Sony,Sony E,,Prime Lenses,8mm,Fisheye,None,Included,,,,,,,,,,,,,,,
6/25/12,Samyang,,SY28FE8,8mm f/2.8 Fisheye,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,8mm,Fisheye,None,Included,,,,,,,,,,,,,,,
10/15/12,Samyang,,SY28FE8,8mm f/2.8 Fisheye,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,8mm,Fisheye,None,Included,,,,,,,,,,,,,,,
3/18/14,Samyang,,SY8MBK28,8mm f/2.8 UMC Fisheye II,Mirrorless System Lenses,Canon,Canon EF-M,,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 2.54"" (60 x 64.4mm)",Canon (APS-C),,,,,,,,,,,,,
3/18/14,Samyang,,SY8MBK28,8mm f/2.8 UMC Fisheye II,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 2.55"" (60 x 64.8mm)",APS-C,,,,,,,,,,,,,
3/18/14,Samyang,,SY8MBK28,8mm f/2.8 UMC Fisheye II,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 2.54"" (60 x 64.5mm)",APS-C,,,,,,,,,,,,,
3/18/14,Samyang,,SY8MBK28,8mm f/2.8 UMC Fisheye II,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 2.24"" (60 x 57mm)",APS-C,,,,,,,,,,,,,
8/8/12,Samyang,,SYHD8M,8mm f/3.5 HD Fisheye,SLR Lenses,Nikon,Nikon F,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 3.04"" (75 x 77.3mm)",Nikon DX Nikon FX/35mm Film,,,,,,,,,,,,,
8/8/12,Samyang,,SYHD8M,8mm f/3.5 HD Fisheye,SLR Lenses,Sony,Sony A,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 3.04"" (75 x 77.3 mm)",,,,,,,,,,,,,,
8/8/12,Samyang,,SYHD8M,8mm f/3.5 HD Fisheye,SLR Lenses,Canon,Canon EF,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 3.04"" (75 x 77.3mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
5/3/12,Samyang,,SY8M,8mm f/3.5 UMC Fisheye CS,SLR Lenses,Canon,Canon EF,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 3.04"" (75.0 x 77.3mm)",APS-C,,,,,,,,,,,,,
5/3/12,Samyang,,SY8MAE,8mm f/3.5 UMC Fisheye CS,SLR Lenses,Nikon,Nikon F,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.94"" (75 x 74.8mm)",Nikon DX,,,,,,,,,,,,,
5/3/12,Samyang,,SY8M,8mm f/3.5 UMC Fisheye CS,SLR Lenses,Olympus,Four Thirds,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 3.15"" (75.0 x 80mm)",Four Thirds,,,,,,,,,,,,,
5/3/12,Samyang,,SY8M,8mm f/3.5 UMC Fisheye CS,SLR Lenses,Pentax,Pentax K,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.98"" (75 x 75.8mm)",,,,,,,,,,,,,,
5/3/12,Samyang,,SY8M,8mm f/3.5 UMC Fisheye CS,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 4.17"" (75 x 105.8mm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
6/7/12,Samyang,,SY8MV,8mm T3.8 Fisheye Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,8mm,Fisheye,None,xx,"3.04 x 2.95"" (77.3 x 75 mm)",,,,,,,,,,,,,,
6/7/12,Samyang,,SY8MV,8mm T3.8 Fisheye Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,8mm,Fisheye,None,xx,,,,,,,,,,,,,,,
1/9/14,Samyang,,SYHD8MV,8mm T3.8 UMC Fisheye CS II,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.85"" (75 x 72.6 mm)",,,,,,,,,,,,,,
1/9/14,Samyang,,SYHD8MV,8mm T3.8 UMC Fisheye CS II,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.85"" (75 x 72.6 mm)",,,,,,,,,,,,,,
1/9/14,Samyang,,SYHD8MV,8mm T3.8 UMC Fisheye CS II,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,8mm,Fisheye,None,xx,,,,,,,,,,,,,,,
1/9/14,Samyang,,SYHD8MV,8mm T3.8 UMC Fisheye CS II,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,8mm,Fisheye,None,xx,,,,,,,,,,,,,,,
9/1/14,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,SLR Lenses,Canon,Canon EF,,Prime Lenses,300mm,Mirror,"Front; 58mm
Rear; 25.5mm",xx,"2.54 x 3.00"" (64.5 x 76.1mm)",APS-C,,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,Canon,Canon EF-M,,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",Canon (APS-C),,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,Canon,Canon EF-M,,Prime Lenses,300mm,,None,xx,,,,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",APS-C,,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",APS-C,,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",Micro Four Thirds,,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",Micro Four Thirds,,,,,,,,,,,,,
9/1/14,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,SLR Lenses,Nikon,Nikon F,,Prime Lenses,300mm,Mirror,None,xx,"2.54 x 2.90"" (64.5 x 73.6)",,,,,,,,,,,,,,
9/1/14,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,300mm,Mirror,"Front; 58mm
Rear; 25.5mm",xx,"2.54 x 2.98"" (64.5 x 75.6mm)",APS-C,,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",Sony NEX (APS-C),,,,,,,,,,,,,
7/2/13,Samyang,,SY300M,Reflex 300mm f/6.3 ED UMC CS,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,300mm,,None,xx,"2.6 x 2.9"" (65 x 74mm)",Sony NEX (APS-C),,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 18mm,Digital Cine Lenses,Canon,,,Prime Lenses,18mm,Wide-Angle,104mm,xx,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 18mm,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,18mm,Wide-Angle,104mm,,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 25mm,Digital Cine Lenses,Canon,,,Prime Lenses,25mm,,104mm,None,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 25mm,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,25mm,,104mm,None,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 35mm,Digital Cine Lenses,Canon,,,Prime Lenses,35mm,,104mm,None,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 35mm,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,35mm,,104mm,None,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 50mm,Digital Cine Lenses,Canon,,,Prime Lenses,50mm,,100mm,None,"4.1 x 7.1"" (104 x 180.34 mm)",,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 50mm,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,50mm,,104mm,None,"4.1 x 7.1"" (104 x 180.34 mm)",,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 75mm,Digital Cine Lenses,Canon,,,Prime Lenses,75mm,,104mm,None,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 75mm,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,75mm,,104mm,None,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 95mm,Digital Cine Lenses,Canon,,,Prime Lenses,95mm,,104mm,,,,,,,,,,,,,,,,
7/17/12,Schneider,Cine-Xenar III,,Cine-Xenar III 95mm,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,95mm,,104mm,,,,,,,,,,,,,,,,
11/3/06,Schneider,PC Super-Angulon ,,PC Super-Angulon 28mm f/2.8,SLR Lenses,Nikon,None,,Prime Lenses,28mm,,67mm,,,,,,,,,,,,,,,,
10/24/06,Schneider,PC Super-Angulon ,,PC Super-Angulon 28mm f/2.8,SLR Lenses,Canon,Canon EF,,Prime Lenses,28mm,,67mm,,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Schneider,PC Super-Angulon ,,PC Super-Angulon 28mm f/2.8,SLR Lenses,Nikon,Nikon F,,Prime Lenses,28mm,,67mm,,,,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Makro-Symmar,,PC TS Makro-Symmar 90mm f/4.5,SLR Lenses,Canon,Canon EF,,Prime Lenses,90mm,Tilt-Shift/PC,95mm,None,"4.25 x 5.46"" (108 x 138.8mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Makro-Symmar,,PC TS Makro-Symmar 90mm f/4.5,SLR Lenses,Nikon,Nikon F,,Prime Lenses,90mm,Tilt-Shift/PC,95mm,None,"4.25 x 5.46"" (108 x 138.8mm)",,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Makro-Symmar,,PC TS Makro-Symmar 90mm f/4.5,SLR Lenses,Pentax,Pentax K,,Prime Lenses,90mm,Tilt-Shift/PC,95mm,None,"4.25 x 5.46"" (108 x 138.8mm)",,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Makro-Symmar,,PC TS Makro-Symmar 90mm f/4.5,SLR Lenses,Sony,Sony Alpha,,Prime Lenses,90mm,Tilt-Shift/PC,95mm,None,"4.25 x 5.46"" (108 x 138.8mm)",,,,,,,,,,,,,,
11/4/14,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 28mm f/4.5 HM Aspheric,SLR Lenses,Canon,Canon EF,,Prime Lenses,28mm,Tilt-Shift/PC,122mm,,"4.92 x 5.70"" (125 x 144.9mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/4/14,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 28mm f/4.5 HM Aspheric,SLR Lenses,Nikon,Nikon F,,Prime Lenses,28mm,Tilt-Shift/PC,122mm,,"4.92 x 5.59"" (125 x 141.9mm)",Nikon FX/35mm Film,,,,,,,,,,,,,
11/4/14,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 28mm f/4.5 HM Aspheric,SLR Lenses,Pentax,Pentax K,,Prime Lenses,28mm,Tilt-Shift/PC,122mm,,"4.92 x 5.62"" (125 x 142.7mm)",,,,,,,,,,,,,,
11/4/14,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 28mm f/4.5 HM Aspheric,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,28mm,Tilt-Shift/PC,122mm,,"4.92 x 5.66"" (125 x 143.7mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 50mm f/2.8,SLR Lenses,Canon,Canon EF,,Prime Lenses,50mm,Tilt-Shift/PC,95mm,None,"5.08 x 4.25"" (129.03 x 107.95mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 50mm f/2.8,SLR Lenses,Nikon,Nikon F,,Prime Lenses,50mm,Tilt-Shift/PC,95mm,None,"5.08 x 4.25"" (129.03 x 107.95mm)",,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 50mm f/2.8,SLR Lenses,Pentax,Pentax K,,Prime Lenses,50mm,Tilt-Shift/PC,95mm,None,"5.08 x 4.25"" (129.03 x 107.95mm)",,,,,,,,,,,,,,
8/22/11,Schneider,PC-TS Super-Angulon,,PC-TS Super-Angulon 50mm f/2.8,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,50mm,Tilt-Shift/PC,95mm,None,"5.08 x 4.25"" (129.03 x 107.95mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 100mm T2.1 ,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,100mm,,95mm,None,"3.9 x 5.34"" (100 x 135.6mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 100mm T2.1 ,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,100mm,,95mm,None,"3.9 x 5.21"" (100 x 132.3mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 100mm T2.1 ,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,100mm,,95mm,None,"3.9 x 5.24"" (100 x 133.1mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 100mm T2.1 ,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,100mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 100mm T2.1 ,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,100mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 25mm T2.1,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,25mm,,95mm,None,"3.9 x 5.34"" (100 x 135.6mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 25mm T2.1,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,25mm,,95mm,None,"3.9 x 5.03"" (100 x 132.3mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 25mm T2.1,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,25mm,,95mm,None,"3.9 x 5.24"" (100 x 133.1mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 25mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,25mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 25mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,25mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
5/14/14,Schneider,Xenon FF,,Xenon FF 35mm T2.1,Digital Cine Lenses,Canon,,,Prime Lenses,35mm,,95mm,None,,,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 35mm T2.1,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,95mm,None,"3.9 x 5.34"" (100 x 135.6mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 35mm T2.1,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,35mm,,95mm,None,"3.9 x 5.21"" (100 x 132.3mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 35mm T2.1,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,35mm,,95mm,None,"3.9 x 5.24"" (100 x 133.1mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 35mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,35mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 35mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,35mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
5/14/14,Schneider,Xenon FF,,Xenon FF 50mm T2.1,Digital Cine Lenses,Canon,,,Prime Lenses,50mm,,95mm,None,,,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 50mm T2.1,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,95mm,None,"3.9 x 5.34"" (100 x 135.6mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 50mm T2.1,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,50mm,,95mm,None,"3.9 x 5.21"" (100 x 132.3mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 50mm T2.1,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,50mm,,95mm,None,"3.9 x 5.24"" (100 x 133.1mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 50mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,50mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 50mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,50mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
5/14/14,Schneider,Xenon FF,,Xenon FF 75mm T2.1,Digital Cine Lenses,Canon,,,Prime Lenses,75mm,,95mm,None,,,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 75mm T2.1,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,75mm,,95mm,None,"3.9 x 5.34"" (100 x 135.6mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 75mm T2.1,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,75mm,,95mm,None,"3.9 x 5.03"" (100 x 132.3mm)",,,,,,,,,,,,,,
1/8/14,Schneider,Xenon FF,,Xenon FF 75mm T2.1,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,75mm,,95mm,None,"3.9 x 5.24"" (100 x 133.1mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 75mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,75mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
10/21/15,Schneider,Xenon FF,,Xenon FF 75mm T2.1,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,75mm,,95mm,None,"3.9"" (100mm)",,,,,,,,,,,,,,
10/24/06,Sigma,Sigma DG,134,100-300mm f/4 EX DG IF APO,SLR Lenses,Sony,Sony / Minolta,,Zoom Lenses,100-300mm,,82mm,LH 890-01,,,,,,,,,,,,,,,
10/24/06,Sigma,Sigma DG,134,100-300mm f/4 EX DG IF APO,SLR Lenses,Pentax,Pentax,,Zoom Lenses,100-300mm,,82mm,LH 890-01,,,,,,,,,,,,,,,
10/24/06,Sigma,,134,100-300mm f/4 EX DG IF HSM APO,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-300mm,,82mm,LH890-01,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Sigma,Sigma DG,134,100-300mm f/4 EX DG IF HSM APO,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,100-300mm,,82mm,LH890-01,,,,,,,,,,,,,,,
10/24/06,Sigma,Sigma DG,134,100-300mm f/4 EX DG IF HSM APO,SLR Lenses,Sigma,Sigma,,Zoom Lenses,100-300mm,,82mm,LH890-01,,,,,,,,,,,,,,,
6/29/09,Sigma,,202,10-20mm f/3.5 EX DC HSM,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,10-20mm,,82mm,LH873-01,"3.4 x 3.5"" (8.64 x 8.89cm)",APS-C,,,,,,,,,,,,,
6/29/09,Sigma,Sigma DC,202,10-20mm f/3.5 EX DC HSM,SLR Lenses,Pentax,Pentax K,,Zoom Lenses,10-20mm,,82mm,LH873-01,"3.4 x 3.5"" (8.64 x 8.89cm)",Pentax Digital (APS-C),,,,,,,,,,,,,
6/29/09,Sigma,Sigma DC,202,10-20mm f/3.5 EX DC HSM,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Zoom Lenses,10-20mm,,82mm,LH873-01,"3.4 x 3.5"" (8.64 x 8.89cm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
6/29/09,Sigma,Sigma DC,202,10-20mm f/3.5 EX DC HSM,SLR Lenses,Sigma,Sigma SA,,Zoom Lenses,10-20mm,,82mm,LH873-01,"3.4 x 3.5"" (8.64 x 8.89cm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
