Brand," DNLA"," SKU_NO"," SEQNUM"," SPEC_NAME"," SPEC_VALUE"," SPEC_VALUE_RAW"," "
185338,N,8479,7,Dimensions,"Cage: 4 x 6 x 2.5"" (10.2 x 15.2 x 6.3 cm)
Top Handle: 3.25 x 1 x 6"" (8.2 x 2.5 x 15.2 cm)
Baseplate: 2.75 x 4.25 x 1.75"" (7 x 10.8 x 4.4 cm)","Cage: 4 x 6 x 2.5"" (10.2 x 15.2 x 6.3 cm)
Top Handle: 3.25 x 1 x 6"" (8.2 x 2.5 x 15.2 cm)
Baseplate: 2.75 x 4.25 x 1.75"" (7 x 10.8 x 4.4 cm)"
185338,N,8479,8,Weight,"Fully Assembled (Without Camera): 2.3 lb (1 kg)","Fully Assembled (Without Camera): 2.3 lb (1 kg)"
185327,N,10902,1,,,
185327,N,10902,1,"Material of Construction",Metal,Metal
185327,N,10902,2,"Load Capacity","42 lb (19 kg)","42 lb (19 kg)"
185327,N,10902,3,Finish,Silver,Silver
185327,N,10902,4,Dimensions,"Chain Length: 13' (4.0 m)","Chain Length: 13' (4.0 m)"
185328,N,10781,1,,,
185328,N,10781,1,"Power Source","Up to two NP-FW50 rechargeable Li-ion batteries","Up to two NP-FW50 rechargeable Li-ion batteries"
185328,N,10781,2,"Operating Temperature","32°F to 104°F (0°C to 40°C)","32°F to 104°F (0°C to 40°C)"
185328,N,10781,3,"Dimensions (H × W × D)","2.2 × 4.8 × 2.6 in. (55 × 121 × 67 mm)","2.2 × 4.8 × 2.6 in. (55 × 121 × 67 mm)"
185328,N,10781,4,Weight,"6.0 oz. (170.1 g) without batteries","6.0 oz. (170.1 g) without batteries"
185328,N,10757,1,,,
185328,N,10757,1,"Dimensions (W × H × D)","3.4 × 2.75 × 1.7 in. (8.6 × 7 × 4.3 cm)","3.4 × 2.75 × 1.7 in. (8.6 × 7 × 4.3 cm)"
185328,N,10757,2,Weight,"0.8 oz. (22.7 g)","0.8 oz. (22.7 g)"
185327,N,10686,1,,,
185327,N,10686,1,"Maximum Load","8.5 lb (3.8 kg)","8.5 lb (3.8 kg)"
185327,N,10686,2,"Maximum Height","121.5"" (308.6 cm)","121.5"" (308.6 cm)"
185327,N,10686,3,"Minimum Height","40.5"" (102.9 cm)","40.5"" (102.9 cm)"
185327,N,10686,4,"Closed Length","33.5"" (85 cm)","33.5"" (85 cm)"
185327,N,10686,5,"Footprint Diameter","38"" (96.5 cm)","38"" (96.5 cm)"
185327,N,10686,6,"Leg Tip","0.8"" (20 mm)","0.8"" (20 mm)"
185327,N,10686,7,"Attachment Size","5/8"" (16 mm) stud with 1/4""-20 male threads","5/8"" (16 mm) stud with 1/4""-20 male threads"
185327,N,10686,8,"Accepts Wheels","Yes, casters","Yes, casters"
185327,N,10686,9,"Air Cushioned",Yes,Yes
185327,N,10686,10,Weight,"2.4 lb (1.1 kg)","2.4 lb (1.1 kg)"
185327,N,10684,1,,,
185327,N,10684,1,"Maximum Load","15 lb (6.8 kg)","15 lb (6.8 kg)"
185327,N,10684,2,"Maximum Height	","156"" (396.2 cm)","156"" (396.2 cm)"
185327,N,10684,3,"Minimum Height	","53"" (134.6 cm)","53"" (134.6 cm)"
185327,N,10684,4,"Closed Length	","46.5"" (118.1 cm)","46.5"" (118.1 cm)"
185327,N,10684,5,"Footprint Diameter","52"" (132 cm)","52"" (132 cm)"
185327,N,10684,6,"Leg Tip","0.98"" (25 mm)","0.98"" (25 mm)"
185327,N,10684,7,Weight,"5.3 lb (2.4 kg)","5.3 lb (2.4 kg)"
185327,N,10684,8,"Attachment Size","Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threads","Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threads"
185327,N,10684,9,"Accepts Wheels","Yes, casters","Yes, casters"
185327,N,10684,10,"Air Cushioned",Yes,Yes
185327,N,10685,1,,,
185327,N,10685,1,"Maximum Load","10 lb (4.5 kg)","10 lb (4.5 kg)"
185327,N,10685,2,"Maximum Height","156"" (396.2 cm)","156"" (396.2 cm)"
185327,N,10685,3,"Minimum Height","53"" (134.6 cm)","53"" (134.6 cm)"
185327,N,10685,4,"Closed Length	","46.5"" (118.1 cm)
","46.5"" (118.1 cm)
"
185327,N,10685,5,"Footprint Diameter	","52"" (132 cm)
","52"" (132 cm)
"
185327,N,10685,6,"Leg Tip	","0.98"" (25 mm)
","0.98"" (25 mm)
"
185327,N,10685,7,Weight,"5.3 lb (2.4 kg)
","5.3 lb (2.4 kg)
"
185327,N,10685,8,"Attachment Size	","Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threads
","Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threads
"
185327,N,10685,9,"Accepts Wheels	","Yes, casters
","Yes, casters
"
185327,N,10685,10,"Air Cushioned	",No,No
185327,N,10683,1,,,
185327,N,10683,1,"Maximum Load	","22 lb (10 kg)","22 lb (10 kg)"
185327,N,10683,2,"Maximum Height","114"" (290 cm)","114"" (290 cm)"
185327,N,10683,3,"Minimum Height","48"" (123 cm)","48"" (123 cm)"
185327,N,10683,4,"Closed Length","42"" (106.7 cm)","42"" (106.7 cm)"
185327,N,10683,5,"Footprint Diameter","52"" (132 cm)","52"" (132 cm)"
185327,N,10683,6,"Leg Tip","0.98"" (25 mm)","0.98"" (25 mm)"
185327,N,10683,7,"Attachment Size","Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threaded ends","Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threaded ends"
185327,N,10683,8,"Accepts Wheels","Yes, casters","Yes, casters"
185327,N,10683,9,"Air Cushioned",Yes,Yes
185327,N,10683,10,Weight,"4.4 lb (2.0 kg)","4.4 lb (2.0 kg)"
185327,N,10646,1,,,
185327,N,10646,1,Shape,"Circular ","Circular "
185327,N,10646,2,Diameter,"32 in. (81.3 cm)","32 in. (81.3 cm)"
185327,N,10646,3,Weight,"1.5 lb. (0.68 Kg)","1.5 lb. (0.68 Kg)"
185327,N,10646,4,Surfaces,"Translucent disc with Silver, Gold, White and Black surface sleeves","Translucent disc with Silver, Gold, White and Black surface sleeves"
185327,N,10661,1,,,
185327,N,10661,1,Shape,Circular,Circular
185327,N,10661,2,Diameter,"52 in. (132.1 cm)","52 in. (132.1 cm)"
185327,N,10661,3,Weight,"2.69 lb. (1.22 kg)","2.69 lb. (1.22 kg)"
185327,N,10660,1,,,
185327,N,10660,1,Shape,Circular,Circular
185327,N,10660,2,Diameter,"52 in. (132.1 cm)","52 in. (132.1 cm)"
185327,N,10660,3,Weight,"2.69 lb. (1.22 kg)","2.69 lb. (1.22 kg)"
185327,N,10658,1,,,
185327,N,10658,1,Shape,Circular,Circular
185327,N,10658,2,Diameter,"52 in. (132.1 cm)","52 in. (132.1 cm)"
185327,N,10658,3,Weight,"2.69 lb. (1.22 kg)","2.69 lb. (1.22 kg)"
185327,N,10655,1,,,
185327,N,10655,1,Shape,Circular,Circular
185327,N,10655,2,Diameter,"42 in. (106.7 cm)","42 in. (106.7 cm)"
185327,N,10655,3,Weight,"1.2 lb. (0.56 kg)","1.2 lb. (0.56 kg)"
185327,N,10653,1,,,
185327,N,10653,1,Shape,Circular,Circular
185327,N,10653,2,Diameter,"42 in. (106.7 cm)","42 in. (106.7 cm)"
185327,N,10653,3,Weight,"1.2 lb. (0.56 kg)","1.2 lb. (0.56 kg)"
185327,N,10654,1,,,
185327,N,10654,1,Shape,Circular,Circular
185327,N,10654,2,Diameter,"42 in. (106.7 cm)","42 in. (106.7 cm)"
185327,N,10654,3,Weight,"1.2 lb. (0.56)","1.2 lb. (0.56)"
185327,N,10647,1,,,
185327,N,10647,1,Shape,Circular,Circular
185327,N,10647,2,Diameter,"32 in. (81.3 cm)","32 in. (81.3 cm)"
185327,N,10647,3,Weight,"1.0 lb. (0.48 kg)","1.0 lb. (0.48 kg)"
185327,N,10357,1,,,
185327,N,10357,1,"Dimension (H × W)","9? × 9? (22.8 × 22.8 cm)","9? × 9? (22.8 × 22.8 cm)"
185327,N,10357,2,Weight,"0.4 oz. (11.3 g) ","0.4 oz. (11.3 g) "
185327,N,10347,1,,,
185327,N,10347,1,Application,"Modeling light/ showcase display","Modeling light/ showcase display"
185327,N,10347,2,Watts,150,150
185327,N,10347,3,Volts,120,120
185327,N,10347,4,"Color Temperature","2700 K","2700 K"
185327,N,10347,5,"Average Life Hours",2000,2000
185327,N,10347,6,Lumens,1900,1900
185327,N,10347,7,Bulb,"Double envelope T10","Double envelope T10"
185327,N,10347,8,Coating,Frost,Frost
185327,N,10347,9,Base,"E26 / E27 medium Edison base","E26 / E27 medium Edison base"
185327,N,10347,10,Length,"3.5 in. (9 cm)","3.5 in. (9 cm)"
185327,N,10347,11,Diameter,"1.2 in. (3.1 cm)","1.2 in. (3.1 cm)"
185327,N,10347,12,Weight,"2 oz. (68 g)","2 oz. (68 g)"
185328,N,10567,1,,,
