BRAND,DNLA,SKU_NO,SEQNUM,INCLUDES,INCLUDES_RAW,INCLUDED_QTY,LINK_SKU
Axler,N,1009,1,Weight Plate,Weight Plate,1
Axler,N,1009,2,Counterweights,Counterweights,4
